Date,b&h,without_pca,with_pca,with_pca_and_dwt
2017-03-03,148713.03934499875,63667.626025636775,65679.53177149352,61882.27374906437
2017-03-06,148572.36126891844,63735.364982504245,65761.91329075457,61966.571117610554
2017-03-07,147889.07213731695,64064.380663576936,66162.04953319045,62376.01285405658
2017-03-08,147666.65962278194,64171.47618370809,66292.29499403683,62509.28727910868
2017-03-09,148576.52030572903,63733.36233345633,65759.47774585185,61964.0789321287
2017-03-10,148273.22826938875,63879.40275951512,65937.08650643245,62145.81812900187
2017-03-13,148505.7609053581,63767.434223712764,65800.9146709718,62006.47950667005
2017-03-14,149092.10596925588,63485.098808703624,65457.54917635463,61655.128767992006
2017-03-15,148819.15702001602,63616.52850702437,65617.38893067601,61818.685725902265
2017-03-16,149617.8111371741,63231.96256539668,65149.69459358537,61340.11477632115
2017-03-17,150406.3611760146,62852.2619143986,64687.917236209934,60867.59841063465
2017-03-20,151285.90962400878,62428.74393603564,64172.850927170526,60340.55381533851
2017-03-21,149466.17283204087,63304.97906446377,65238.49445709727,61430.97975293797
2017-03-22,148263.1241910711,63884.268050144725,65943.00348614765,62151.87271289649
2017-03-23,149021.34656888497,63519.17069896005,65498.98610147456,61697.52934253334
2017-03-24,149658.25830259218,63726.59104869734,65126.008607610995,61315.87795346364
2017-03-27,149375.1898489609,63606.259420062255,65291.774375204404,61485.49873890806
2017-03-28,148525.96906199335,63245.25797657508,65789.08071154144,61994.370338880835
2017-03-29,148859.58875936028,63039.8496733336,65593.71197825846,61794.4581466843
2017-03-30,148697.8309498356,63108.76982953186,65688.43785504237,61891.38695083528
2017-03-31,148606.84796675568,63147.53495267292,65741.71777314949,61945.90593680536
2017-04-03,148485.5373226491,63199.221783527675,65812.75766395898,62018.59791809879
2017-04-04,148273.22826938875,63289.680310111355,65937.08650643245,62145.81812900187
2017-04-05,147990.15981575748,63410.28729716437,66102.85227402586,62315.43891444629
2017-04-06,148293.45185209776,63281.063647439616,65925.24351344527,62133.69971757312
2017-04-07,148900.03592477835,63022.61634799011,65570.02599228408,61770.221323826794
2017-04-10,148788.82935898937,63069.99813380292,65635.14890337839,61836.85872122563
2017-04-11,149880.6714341701,62604.79693834653,64995.762785422354,61182.60315866597
2017-04-12,149870.5519297787,62609.10855597633,65001.68879869436,61188.66698620011
2017-04-13,148192.3493646264,63324.140388210486,65984.44944482441,62194.28253107736
2017-04-17,147555.45305699296,63595.50282278582,66357.41790513115,62575.924676507515
2017-04-18,148970.79532514926,62992.46788752079,65528.58906716414,61727.82074928546
2017-04-19,149425.7256666228,62798.63569922758,65262.18044307165,61455.21657579548
2017-04-20,148879.8123420693,63031.23301066186,65581.86898527127,61782.339735255555
2017-04-21,150396.25709769697,62385.12133462595,64693.83421592511,60873.65299452925
2017-04-24,151690.28872174665,61833.77323021568,63936.04526876762,60098.241048600656
2017-04-25,153601.00849679456,61019.672781313944,62817.12182073373,58953.29612503109
2017-04-26,154753.50589402858,60528.62817043018,62142.215757372935,58262.69457182469
2017-04-27,155956.55453499831,60016.04518916097,61437.70672832256,57541.801611866176
2017-04-28,157877.37838836387,59197.639695217295,60312.86630057349,56390.80210440201
